ma,ten,dc,so,phong,loai_hinh,loai_trg
79775507,Trường THCS Lam Sơn,805a Hậu Giang,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 6,Công lập,Trường phổ thông
79775508,THCS Bình Tây,36A Bình Tây,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 6,Công lập,Trường phổ thông
79775509,THCS Văn Thân,118B Văn Thân,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 6,Công lập,Trường phổ thông
79775510,THCS Hoàng Lê Kha,383-391 Bến Phú Lâm,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 6,Công lập,Trường phổ thông
79776501,THCS Dương Bá Trạc,134 Dương Bá Trạc,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 8,Công lập,Trường phổ thông
79776502,THCS Khánh Bình,314B Âu Dương Lân Phường 3 Quận 8,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 8,Công lập,Trường phổ thông
79776503,THCS Chánh Hưng,995 Phạm Thế Hiển,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 8,Công lập,Trường phổ thông
79776504,THCS Sương Nguyệt Anh,53 Bùi Minh Trực,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 8,Công lập,Trường phổ thông
79776505,THCS Phan Đăng Lưu,104 Bis Bùi Minh Trực,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 8,Công lập,Trường phổ thông
79776506,THCS Trần Danh Ninh,121 Ba Đình,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 8,Công lập,Trường phổ thông
79776507,THCS Tùng Thiện Vương,381 Tùng thiện Vương P12 Q8 TP. Hồ Chí Minh,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 8,Công lập,Trường phổ thông
79776508,THCS Lê Lai,236 Bình Đông P.15,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 8,Công lập,Trường phổ thông
79776509,THCS Bình An,2673 Phạm Thế Hiển,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 8,Công lập,Trường phổ thông
79776510,THCS Bình Đông,58 Bến Phú Định,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 8,Công lập,Trường phổ thông
79776511,THCS Lý Thánh Tông,481 Ba Đình,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 8,Công lập,Trường phổ thông
79776512,THCS Phú Lợi,số 56 đường Trịnh Quang Nghị phường 7 Quận 8 Thành phố Hồ Chí Minh,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 8,Công lập,Trường phổ thông
79777501,THCSCL An Lạc,4b Phùng Tá Chu  KP7 phường  An Lạc A Quận Bình Tân thành phố Hồ Chí Minh.,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Tân,Công lập,Trường phổ thông
79777502,THCSCL Hồ Văn Long,52 Hồ Văn Long Kp4,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Tân,Công lập,Trường phổ thông
79777503,THCSCL Bình Hưng Hòa,10/47 quốc lộ 1A Kp3,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Tân,Công lập,Trường phổ thông
79777504,THCS Bình Trị Đông,B15/22c Hương Lộ 2p Bình Trị Đôngq Bình TânHCM,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Tân,Công lập,Trường phổ thông
79777505,THCSCL Bình Tân,173/171 Đường An Dương Vương KP4P.An LạcTPHCM,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Tân,Công lập,Trường phổ thông
79777506,THCSCL Lê Tấn Bê,Đường Số 2d Khu Phố 3phường An Lạc quận Bình Tân Tp.HCM,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Tân,Công lập,Trường phổ thông
79777507,THCSCL Tân Tạo,68 Hồ Văn Long KP4,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Tân,Công lập,Trường phổ thông
79777508,THCS Bình Trị Đông A,160A Mã Lò Khu phố 2 Phường Bình Trị Đông A Quận Bình Tân TP HCM,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Tân,Công lập,Trường phổ thông
79777509,THCSCL Lý Thường Kiệt,33 Trương Phước Phan,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Tân,Công lập,Trường phổ thông
79777510,THCSCL Trần Quốc Toản,76 Kênh Nước Đen KP5 Phường Bình Hưng Hòa A Q. Bình Tân TP.HCM,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Tân,Công lập,Trường phổ thông
79777511,THCSCL Huỳnh Văn Nghệ,89đường số 3 khu phố 4,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Tân,Công lập,Trường phổ thông
79777512,THCSCL Nguyễn Trãi,140 đường số 18,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Tân,Công lập,Trường phổ thông
79777513,THCSCL Tân Tạo A,4449/8 Đường Nguyễn Cửu Phú Phường Tân Tạo A Quận Bình Tân Tp. Hồ Chí Minh,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Tân,Công lập,Trường phổ thông
79777514,TH THCS và THPT Trí Tuệ Việt,79 đường số 3 KDC Vĩnh Lộc Bình Hưng Hòa B.,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Tân,Tư thục,Dân tộc bán trú
79778501,THCS Trần Quốc Tuấn,16/1 khu phố 1 Bế Văn Cấm,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 7,Công lập,Trường phổ thông
79778502,THCS Huỳnh Tấn Phát,488 Huỳnh Tấn Phát,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 7,Công lập,Trường phổ thông
79778503,THCS Nguyễn Hữu Thọ,62 Lâm Văn Bền Kp4 Phường Tân KiểngQuận 7TP Hồ Chí Minh,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 7,Công lập,Trường phổ thông
79778504,THCS Nguyễn Hiền,66 đường 1 Kp3,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 7,Công lập,Trường phổ thông
79778505,THCS Hoàng Quốc Việt,D29 đường số 3 KDC Vạn Phát Hưng,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 7,Công lập,Trường phổ thông
79778506,THCS Nguyễn Thị Thập,411/3 Nguyễn Thị Thập,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 7,Công lập,Trường phổ thông
79778507,THCS Phạm Hữu Lầu,Khu Tái định cư Phú Mỹ,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT quận 7,Công lập,Trường phổ thông
79783501,THCS Tân Phú Trung,Số 4 Đường 77 ấp Đình,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Củ Chi,Công lập,Trường phổ thông
79783502,THCS Tân Thông Hội,Đường 28 Ấp Hậu,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Củ Chi,Công lập,Trường phổ thông
79783503,THCS Tân Tiến,Số 41 đường 27  Ấp Tân Tiến,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Củ Chi,Công lập,Trường phổ thông
79783504,THCS Thị Trấn,629 QL22 KP5 Thị Trấn Củ Chi Củ Chi,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Củ Chi,Công lập,Trường phổ thông
79783505,THCS Thị Trấn 2,Lê Vĩnh Huy Khu phố 7,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Củ Chi,Công lập,Trường phổ thông
79783506,THCS Phước Vĩnh An,Ấp 5,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Củ Chi,Công lập,Trường phổ thông
79783507,THCS Phước Hiệp,Ấp Cây trôm Xã Phước Hiệp Huyện Củ Chi,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Củ Chi,Công lập,Trường phổ thông
79783508,THCS Phước Thạnh,Tỉnh lộ 7 Ấp Phước An xã Phước Thạnh huyện Củ Chi,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Củ Chi,Công lập,Trường phổ thông
79783509,THCS Nguyễn Văn Xơ,Ấp Bình Thượng 1 Thái Mỹ Củ Chi,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Củ Chi,Công lập,Trường phổ thông
79783510,THCS Trung Lập Hạ,Ấp Xóm Mới Xã Trung Lập Hạ Huyện Củ Chi TP.HCM,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Củ Chi,Công lập,Trường phổ thông
79783511,THCS Trung Lập,Ấp Trung Bình,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Củ Chi,Công lập,Trường phổ thông
79783512,THCS An Nhơn Tây,Ấp Xóm Trại,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Củ Chi,Công lập,Trường phổ thông
79783513,THCS An Phú,Ấp Phú Bình Xã An Phú Huyện Củ Chi Tp. HCM,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Củ Chi,Công lập,Trường phổ thông
79783514,THCS Nhuận Đức,Ấp Ngã Tư xã Nhuận Đức huyện Củ Chi,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Củ Chi,Công lập,Trường phổ thông
79783515,THCS Phạm Văn Cội,Số 317 Đường Bùi Thị Điệt Ấp 3,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Củ Chi,Công lập,Trường phổ thông
79783516,THCS Phú Hòa Đông,Số 35 Nguyễn Thị Nê Ấp Phú Hòa,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Củ Chi,Công lập,Trường phổ thông
79783518,THCS Tân Thạnh Đông,Ấp 7,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Củ Chi,Công lập,Trường phổ thông
79783519,THCS Bình Hòa,Ấp 4B,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Củ Chi,Công lập,Trường phổ thông
79783520,THCS Phú Mỹ Hưng,Số 16đường Phú ThuậnẤp Phú Lợi xã Phú Mỹ Hưng huyện Củ Chi TPHCM,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Củ Chi,Công lập,Trường phổ thông
79783521,THCS Hòa Phú,Số 1650 Tỉnh lộ 8 Ấp 1,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Củ Chi,Công lập,Trường phổ thông
79783522,THCS Tân An Hội,Ấp Mũi Lớn 1 Huyện Củ Chi,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Củ Chi,Công lập,Trường phổ thông
79783523,THCS Tân Thạnh Tây,Ấp 2 - Xã Tân Thạnh Tây - Huyện Củ Chi,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Củ Chi,Công lập,Trường phổ thông
79783524,THCS Trung An,Ấp An Bình,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Củ Chi,Công lập,Trường phổ thông
79783600,TH-THCS Tân Trung,1310 Tỉnh Lộ 8 xã Tân Thạnh Đông Huyện Củ Chi,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Củ Chi,Công lập,Trường phổ thông
79784501,THCS Nguyễn An Khương,66/6 Đường Lê Thị Hồng GấmTổ 32 Khu Phố 3 Thị Trấn Hóc Môn Huyện Hóc Môn,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Hóc Môn,Công lập,Trường phổ thông
79784502,THCS THỊ TRẤN,23 Đường Lê Thị Hà KP8 Thị Trấn Hóc Môn Huyện Hóc Môn,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Hóc Môn,Công lập,Trường phổ thông
79784503,THCS TAM ĐÔNG 1,636 đường Trịnh Thị Miếng ấp Trung Đông 1 xã Thới Tam Thôn huyện Hóc Môn,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Hóc Môn,Công lập,Trường phổ thông
79784504,THCS LÝ CHÍNH THẮNG 1,5/5 đường Nguyễn Thị Nuôi ấp Dân Thắng 2 xã Tân Thới Nhì,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Hóc Môn,Công lập,Trường phổ thông
79784505,THCS TRUNG MỸ TÂY 1,số 3A đường Nguyễn Ảnh Thủ ấp Mỹ Huề xã Trung Chánh huyện Hóc Môn,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Hóc Môn,Công lập,Trường phổ thông
79784506,THCS ĐÔNG THẠNH,Số 18 Đường Nguyễn Thị Điệp ấp 1 Đông Thạnh Hóc Môn,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Hóc Môn,Công lập,Trường phổ thông
79784507,THCS NGUYỄN HỒNG ĐÀO,228/2D đường Nguyễn Văn Bứa Ấp 6 xã Xuân Thới Sơn huyện Hóc Môn,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Hóc Môn,Công lập,Trường phổ thông
79784508,THCS ĐẶNG CÔNG BỈNH,Đường Bùi Công Trừng Ấp 3 Xã Nhị Bình Huyện Hóc Môn,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Hóc Môn,Công lập,Trường phổ thông
79784509,THCS ĐỖ VĂN DẬY,8 đường Huỳnh Thị Mài ấp Thới Tây 1xã Tân Hiệphuyện Hóc Môn thành phố Hồ Chí Minh,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Hóc Môn,Công lập,Trường phổ thông
79784510,THCS PHAN CÔNG HỚN,18/6 đường Nguyễn Ảnh Thủ Ấp Trung Lân xã Bà Điểm Huyện Hóc Môn.,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Hóc Môn,Công lập,Trường phổ thông
79784511,THCS TÂN XUÂN,01 Quốc lộ 22 Ấp Tân Tiến xã Xuân Thới Đông Huyện Hóc Môn.,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Hóc Môn,Công lập,Trường phổ thông
79784512,THCS Xuân Thới Thượng,số 35 đường Phan Văn Hớn Ấp 4 xã Xuân Thới Thượng huyện Hóc Môn,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Hóc Môn,Công lập,Trường phổ thông
79784513,THCS TÔ KÝ,Số 12 đường Tô Ký 12 Ấp Chánh 1 xã Tân Xuân huyện Hóc Môn TP HCM,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Hóc Môn,Công lập,Trường phổ thông
79784514,THCS NGUYỄN VĂN BỨA,,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Hóc Môn,Công lập,Trường phổ thông
79785501,THCS Nguyễn Thái Bình,Số 9 A Đường Số 2 KDC Bình Hưng xã Bình Hưng huyện Bình Chánh Tp. HCM,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Chánh,Công lập,Trường phổ thông
79785502,THCS Phong Phú,"Đường N18 KDC PHONG PHÚ 4
ẤP 3 XÃ PHONG PHÚ HUYỆN BÌNH CHÁNH",Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Chánh,Công lập,Trường phổ thông
79785503,THCS Qui Đức,B10/21 Đoàn Nguyễn Tuấn xã Qui Đức Huyện Bình Chánh Thành phố Hồ Chí Minh,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Chánh,Công lập,Trường phổ thông
79785504,THCS Hưng Long,Ấp 3 Hưng Long,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Chánh,Công lập,Trường phổ thông
79785505,THCS Tân Quý Tây,16/18C ấp 4 xâ Tân Quý Tây huyện Bình Chánh Tp. Hồ Chí Minh,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Chánh,Công lập,Trường phổ thông
79785506,THCS Nguyễn Văn Linh,KDC An Phú Tây Ấp 2 xã An Phú Tây huyện Bình Chánh TpHCM,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Chánh,Công lập,Trường phổ thông
79785507,THCS Bình Chánh,B15/8 Quốc lộ 1Aấp 2,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Chánh,Công lập,Trường phổ thông
79785508,THCS Tân Túc,C1/3 Bùi Thanh KhiếtKhu phố 3 Thị Trấn Tuân Túc Huyện Bình Chánh Tp.HCM,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Chánh,Công lập,Trường phổ thông
79785509,THCS Tân Kiên,D9/13D Đường Dương Đình Cúc Ấp 4 Xã Tân Kiên Huyện Bình Chánh Tp. Hồ Chí Minh,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Chánh,Công lập,Trường phổ thông
79785510,THCS Phạm Văn Hai,3a28 Tỉnh Lộ 10 Ấp 3,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Chánh,Công lập,Trường phổ thông
79785511,THCS Gò Xoài,B2/317A Ấp 2 xã Bình Lợi Huyện Bình Chánh Tphcm,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Chánh,Công lập,Trường phổ thông
79785512,THCS Lê Minh Xuân,G8/1 Ấp 7 Lê Minh Xuân Huyện BÌnh Chánh TP.HCM,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Chánh,Công lập,Trường phổ thông
79785514,THCS Đồng Đen,F7/33 Ấp 6 Đường Quách Điêu Vĩnh Lộc A Bình Chánh TP HCM,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Chánh,Công lập,Trường phổ thông
79785515,THCS Vĩnh Lộc A,F7/31 Ấp 6 xã Vĩnh Lộc A huyện Bình Chánh Thành phố Hồ Chí Minh.,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Chánh,Công lập,Trường phổ thông
79785516,THCS Vĩnh Lộc B,F6/40 Ấp 6 A đường Lại Hùng Cường Xã Vĩnh Lộc B Huyện Bình Chánh TPHCM,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Chánh,Công lập,Trường phổ thông
79785517,THCS Đa Phước,A3/99 Quốc lộ 50 xã Đa Phước Huyện Bình chánh TPHCM,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Chánh,Công lập,Trường phổ thông
79785518,THCS Tân Nhựt,E10/207B Ấp 6 Tân Nhựt,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Chánh,Công lập,Trường phổ thông
79785519,THCS Võ Văn Vân,Khu dân cư Vĩnh Lộc B Ấp 1 xã Vĩnh Lộc B huyện Bình Chánh Tp.Hồ Chí Minh,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Chánh,Công lập,Trường phổ thông
79785601,TiH - THCS Thế Giới Trẻ Em(TH),Số 29 đường số 3 KDC Trung Sơn,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Bình Chánh,Tư thục,Trường phổ thông
79786501,THCS Nguyễn Bỉnh Khiêm,421 Huỳnh Tấn Phát KP7 TTNB,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Nhà Bè,Công lập,Trường phổ thông
79786502,THCS Lê Văn Hưu,2596/20A Huỳnh Tấn Phát Xã Phú Xuân Huyện Nhà Bè TPHCM,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Nhà Bè,Công lập,Trường phổ thông
79786503,THCS Hiệp Phước,1154 Nguyễn Văn Tạo Ấp 3,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Nhà Bè,Công lập,Trường phổ thông
79786504,THCS Nguyễn Văn Quỳ,146A Lê Văn Lương Ấp 1,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Nhà Bè,Công lập,Trường phổ thông
79786505,THCS Hai Bà Trưng,Ấp 2 xã  Nhơn Đức,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Nhà Bè,Công lập,Trường phổ thông
79786506,THCS Phước Lộc,423/2 Đào Sư Tích Ấp 3 Xã Phước Lộc,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Nhà Bè,Công lập,Trường phổ thông
79786507,THCS Lê Thành Công,63 đường Đào Sư Tích Ấp 3 xã Phước Kiển huyện Nhà Bè TP.HCM,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Nhà Bè,Công lập,Trường phổ thông
79786508,THCS Nguyễn Thị Hương,,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Nhà Bè,Công lập,Trường phổ thông
79787501,THCS An Thới Đông,Đường An Thới Đông-Ấp An Đông- xã An Thới Đông,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Cần Giờ,Công lập,Trường phổ thông
79787502,TRƯỜNG THCS LONG HÒA,Đường Duyên HảiẤp Long ThạnhXã Long Hòa Huyện Cần Giờ Tp.Hồ Chí Minh,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Cần Giờ,Công lập,Trường phổ thông
79787503,THCS Lý Nhơn,Ấp Lý Thái Bửu - Xã Lý Nhơn - Huyện Cần Giờ - TP .Hồ Chí MInh,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Cần Giờ,Công lập,Trường phổ thông
79787504,THCS Tam Thôn Hiệp,Ấp An Lộc-Xã Tam Thôn Hiệp-Huyện Cần Giờ-TP.Hồ Chí Minh.,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Cần Giờ,Công lập,Trường phổ thông
79787506,THCS Bình Khánh,Đường Rừng SátẤp Bình An Xã Bình Khánh,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Cần Giờ,Công lập,Trường phổ thông
79787507,THCS Cần Thạnh,Đường Lương Văn Nho- Khu phố Giồng Ao-Thị Trấn Cần Thạnh-Huyện Cần giờ-TPHCM,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Cần Giờ,Công lập,Trường phổ thông
79787508,THCS Doi Lầu,Ấp Lý Hòa Hiệp xã Lý Nhơn Huyện Cần Giờ Tp Hồ Chí Minh.,Sở Giáo dục và Đào tạo Hồ Chí Minh,Phòng GDĐT Cần Giờ,Công lập,Trường phổ thông
